Id,ParentId,AssetRating,AssetSource,DisplayCategory,DisplayName,DisplayPublisher,Keywords,LastRelease,LatestVersion,License,Location,PackageSource,PackageTags,PriceUsd,PurchaseDate,RatingCount,Revision,SafeCategory,SafeName,SafePublisher,SupportedUnityVersions,Version
673,0,0,AssetStorePackage,Tools/GUI,Magic Menu,Hasan Rakib,Magic Menu,1/15/2025 12:33,1.01,,[ac]/Hasan Rakib/ScriptingGUI/Magic Menu.unitypackage,Unknown,,0,4/11/2024 18:07,2,2,ScriptingGUI,Magic Menu,Hasan Rakib,"2022.3.14, 6000.0.23",1.01
2124,0,5,AssetStorePackage,Tools/Physics,Magica Cloth 2,Magica Soft,Magica Cloth 2,12/12/2025 2:28,2.17.0,,[ac]/Magica Soft/ScriptingPhysics/Magica Cloth 2.unitypackage,Unknown,,17.5,12/1/2025 11:40,112,54,ScriptingPhysics,Magica Cloth 2,Magica Soft,2021.3.20,2.16.4
2408,0,0,CustomPackage,,MagicTime,,,12/16/2025 6:27,,,E:/Game Assets/MagicPigGames/MagicTime.unitypackage,Unknown,,0,,0,0,,MagicTime,,,
1830,1823,0,AssetStorePackage,Scripting/AI,Makinom Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Dialogue System/Third Party Support/Makinom Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Makinom Support,Pixel Crushers,,2.2.62
1144,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers HDRP 15,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_HDRP_15,MalberS Animations,,3.91
1148,1145,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers HDRP 15,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_HDRP_15,MalberS Animations,,3.91
1163,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 15,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_15,MalberS Animations,,4.5.0b
1167,1164,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 15,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_15,MalberS Animations,,4.5.0b
1179,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 15,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_15,MalberS Animations,,4
1183,1180,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 15,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_15,MalberS Animations,,4
1772,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 15,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_15,MalberS Animations,,4.0
1776,1773,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 15,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_15.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_15,MalberS Animations,,4.0
1145,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers HDRP 16,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_HDRP_16,MalberS Animations,,3.91
1164,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 16,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_16,MalberS Animations,,4.5.0b
1180,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 16,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_16,MalberS Animations,,4
1773,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 16,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_16,MalberS Animations,,4.0
1141,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers HDRP 17,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_17.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_HDRP_17,MalberS Animations,,3.91
1158,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 17,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_17.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_17,MalberS Animations,,4.5.0b
1175,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 17,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_17.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_17,MalberS Animations,,4
1768,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers HDRP 17,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_17.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_HDRP_17,MalberS Animations,,4.0
1143,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers Standard,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_Standard,MalberS Animations,,3.91
1147,1145,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers Standard,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_Standard,MalberS Animations,,3.91
1162,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers Standard,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_Standard,MalberS Animations,,4.5.0b
1166,1164,0,AssetStorePackage,3D Models/Characters/Animals,Malbers Standard,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_Standard,MalberS Animations,,4.5.0b
1177,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers Standard,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_Standard,MalberS Animations,,4
1182,1180,0,AssetStorePackage,3D Models/Characters/Animals,Malbers Standard,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_Standard,MalberS Animations,,4
1771,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers Standard,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_Standard,MalberS Animations,,4.0
1775,1773,0,AssetStorePackage,3D Models/Characters/Animals,Malbers Standard,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_Standard.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_Standard,MalberS Animations,,4.0
1149,1145,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers URP 14,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_URP_14,MalberS Animations,,3.91
1152,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers URP 14,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_URP_14,MalberS Animations,,3.91
1168,1164,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 14,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_URP_14,MalberS Animations,,4.5.0b
1171,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 14,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_URP_14,MalberS Animations,,4.5.0b
1184,1180,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 14,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_URP_14,MalberS Animations,,4
1186,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 14,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_URP_14,MalberS Animations,,4
1777,1773,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 14,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_URP_14,MalberS Animations,,4.0
1779,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 14,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_14.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_URP_14,MalberS Animations,,4.0
1142,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers URP 16,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_URP_16,MalberS Animations,,3.91
1146,1145,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers URP 16,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_URP_16,MalberS Animations,,3.91
1161,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 16,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_URP_16,MalberS Animations,,4.5.0b
1165,1164,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 16,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_URP_16,MalberS Animations,,4.5.0b
1176,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 16,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_URP_16,MalberS Animations,,4
1181,1180,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 16,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_URP_16,MalberS Animations,,4
1769,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 16,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_URP_16,MalberS Animations,,4.0
1774,1773,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 16,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_HDRP_16.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_16.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_URP_16,MalberS Animations,,4.0
1151,374,0,AssetStorePackage,3D Models/Characters/Creatures,Malbers URP 17,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersCreatures/Drake the Dragonkin.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_17.unitypackage,Unknown,,0,9/4/2025 12:51,0,0,3D ModelsCharactersCreatures,Malbers_URP_17,MalberS Animations,,3.91
1170,555,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 17,MalberS Animations,,9/29/2025 20:36,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Horse Animset Pro Riding System.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_17.unitypackage,Unknown,,0,3/1/2024 9:16,0,0,3D ModelsCharactersAnimals,Malbers_URP_17,MalberS Animations,,4.5.0b
1185,1061,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 17,MalberS Animations,,9/9/2025 11:30,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Undead Horse Knight.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_17.unitypackage,Unknown,,0,3/1/2024 0:14,0,0,3D ModelsCharactersAnimals,Malbers_URP_17,MalberS Animations,,4
1778,1766,0,AssetStorePackage,3D Models/Characters/Animals,Malbers URP 17,MalberS Animations,,11/4/2025 7:39,,,[ac]/MalberS Animations/3D ModelsCharactersAnimals/Poly Art Raccoon.unitypackage|Assets/Malbers Animations/Common/Shaders/Malbers_URP_17.unitypackage,Unknown,,0,11/4/2025 7:39,0,0,3D ModelsCharactersAnimals,Malbers_URP_17,MalberS Animations,,4.0
2081,2069,5,AssetStorePackage,Editor Extensions/Audio,MAM Fish Net,Dark Tonic Inc.,Master Audio 2024: AAA Sound,4/7/2025 6:58,1.0.2,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage|Assets/Plugins/DarkTonic/MasterAudioMultiplayer/Packages/MAM_FishNet.unitypackage,Unknown,,75,11/28/2025 6:33,889,6,Editor ExtensionsAudio,MAM_FishNet,Dark Tonic Inc,"2019.4.40, 2020.3.48, 2021.3.45, 2022.3.60, 2023.2.20, 6000.0.45",1.0.2
2089,2069,5,AssetStorePackage,Editor Extensions/Audio,MAM Mirror,Dark Tonic Inc.,Master Audio 2024: AAA Sound,4/7/2025 6:58,1.0.2,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage|Assets/Plugins/DarkTonic/MasterAudioMultiplayer/Packages/MAM_Mirror.unitypackage,Unknown,,75,11/28/2025 6:33,889,6,Editor ExtensionsAudio,MAM_Mirror,Dark Tonic Inc,"2019.4.40, 2020.3.48, 2021.3.45, 2022.3.60, 2023.2.20, 6000.0.45",1.0.2
2087,2069,5,AssetStorePackage,Editor Extensions/Audio,MAM Photon,Dark Tonic Inc.,Master Audio 2024: AAA Sound,4/7/2025 6:58,1.0.2,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage|Assets/Plugins/DarkTonic/MasterAudioMultiplayer/Packages/MAM_Photon.unitypackage,Unknown,,75,11/28/2025 6:33,889,6,Editor ExtensionsAudio,MAM_Photon,Dark Tonic Inc,"2019.4.40, 2020.3.48, 2021.3.45, 2022.3.60, 2023.2.20, 6000.0.45",1.0.2
2084,2069,5,AssetStorePackage,Editor Extensions/Audio,MAM Photon 2,Dark Tonic Inc.,Master Audio 2024: AAA Sound,4/7/2025 6:58,1.0.2,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage|Assets/Plugins/DarkTonic/MasterAudioMultiplayer/Packages/MAM_Photon_2.unitypackage,Unknown,,75,11/28/2025 6:33,889,6,Editor ExtensionsAudio,MAM_Photon_2,Dark Tonic Inc,"2019.4.40, 2020.3.48, 2021.3.45, 2022.3.60, 2023.2.20, 6000.0.45",1.0.2
2080,2069,5,AssetStorePackage,Editor Extensions/Audio,MAM Photon Fusion Server,Dark Tonic Inc.,Master Audio 2024: AAA Sound,4/7/2025 6:58,1.0.2,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage|Assets/Plugins/DarkTonic/MasterAudioMultiplayer/Packages/MAM_PhotonFusion_Server.unitypackage,Unknown,,75,11/28/2025 6:33,889,6,Editor ExtensionsAudio,MAM_PhotonFusion_Server,Dark Tonic Inc,"2019.4.40, 2020.3.48, 2021.3.45, 2022.3.60, 2023.2.20, 6000.0.45",1.0.2
2083,2069,5,AssetStorePackage,Editor Extensions/Audio,MAM UNET,Dark Tonic Inc.,Master Audio 2024: AAA Sound,4/7/2025 6:58,1.0.2,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage|Assets/Plugins/DarkTonic/MasterAudioMultiplayer/Packages/MAM_UNET.unitypackage,Unknown,,75,11/28/2025 6:33,889,6,Editor ExtensionsAudio,MAM_UNET,Dark Tonic Inc,"2019.4.40, 2020.3.48, 2021.3.45, 2022.3.60, 2023.2.20, 6000.0.45",1.0.2
674,0,0,AssetStorePackage,3D/Characters/Humanoids/Humans,Man Character 80's,TBN STUDIO,Man Character 80's,3/5/2024 13:50,1.0,,[ac]/TBN STUDIO/3D ModelsCharactersHumanoidsHumans/Man Character 80s.unitypackage,Unknown,,15,4/11/2024 18:05,1,2,3D ModelsCharactersHumanoidsHumans,Man Character 80s,TBN STUDIO,2022.3.7,1.0
675,0,4,AssetStorePackage,Tools/Terrain,MapMagic 2,Denis Pahunov,"MapMagic 2, Map Level Land Terrain Node Nodes Visual Generator Infinite Procedural Erosion Forest Biome Composer Voxeland",9/21/2025 7:52,2.1.18,,[ac]/Denis Pahunov/Editor ExtensionsTerrain/MapMagic 2.unitypackage,Unknown,,0,9/27/2025 14:08,127,36,Editor ExtensionsTerrain,MapMagic 2,Denis Pahunov,2021.3.41,2.1.18
676,0,0,AssetStorePackage,Tools/Integration,Markdown Viewer for Unity,ThunderJam Interactive,Markdown Viewer for Unity,9/15/2025 13:59,1.0.0,,[ac]/ThunderJam Interactive/ScriptingIntegration/Markdown Viewer for Unity.unitypackage,Unknown,,0,9/19/2025 15:41,0,1,ScriptingIntegration,Markdown Viewer for Unity,ThunderJam Interactive,6000.1.15,1.0.0
677,0,5,AssetStorePackage,Templates/Tutorials,MarkerBased AR Example,Enox Software,"MarkerBased AR Example, OpenCV AR",7/12/2025 16:42,1.2.9,,[ac]/Enox Software/Complete ProjectsTutorials/MarkerBased AR Example.unitypackage,Unknown,,0,4/11/2024 18:03,46,18,Complete ProjectsTutorials,MarkerBased AR Example,Enox Software,2021.3.35,1.2.9
678,0,4,AssetStorePackage,Templates/Tutorials,MarkerLess AR Example,Enox Software,"MarkerLess AR Example, OpenCV AR MarkerLess",7/12/2025 16:42,1.1.3,,[ac]/Enox Software/Complete ProjectsTutorials/MarkerLess AR Example.unitypackage,Unknown,,0,4/11/2024 18:03,16,22,Complete ProjectsTutorials,MarkerLess AR Example,Enox Software,2021.3.35,1.1.3
679,0,5,AssetStorePackage,3D/Characters/Humanoids/Humans,Masa,SURIYUN,"Masa, Ai Kazuko Riko Anime Faye toon mobile animation Akane Ami lowpoly scythe dark girl Aki Sensei fashion Mage Cat Maid Naoko wizard hoshi spell magic saber School Pajama student japan Eri sweater Fumiko Kaoru japan kimono Police dark elf",12/15/2025 7:58,3.2,,[ac]/SURIYUN/3D ModelsCharactersHumanoidsHumans/Masa.unitypackage,Unknown,,44,3/1/2024 0:14,6,17,3D ModelsCharactersHumanoidsHumans,Masa,SURIYUN,"2019.4.21, 2020.3.47, 6000.0.24, 6000.0.61",3.0
2069,0,5,AssetStorePackage,Tools/Audio,Master Audio 2024: AAA Sound,Dark Tonic Inc.,Master Audio 2024: AAA Sound,12/5/2025 22:41,1.0.3,,[ac]/Dark Tonic Inc/Editor ExtensionsAudio/Master Audio 2024 AAA Sound.unitypackage,Unknown,,75,11/28/2025 6:33,889,8,Editor ExtensionsAudio,Master Audio 2024 AAA Sound,Dark Tonic Inc,"2021.3.45, 2022.3.62, 2023.2.20, 6000.3.0",1.0.2
1897,1823,0,AssetStorePackage,Scripting/AI,Master Audio Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Dialogue System/Third Party Support/Master Audio Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Master Audio Support,Pixel Crushers,,2.2.62
